node_id,layer,velocity_ms,altitude_km,doppler_hz,rssi_dbm,velocity_deviation,gps_distance_km,timestamp_delta_ms,traffic_encoded,layer_encoded,is_spoofed
HAPS_01,HAPS,20.78,20,29.23,-65.83,5.78,42.6419,959,0,0,0
LEO_01,LEO,7800.57,550,-11819.23,-83.7,0.57,48.6407,994,0,1,0
MEO_01,MEO,3892.97,8000,6206.62,-95.32,7.03,38.3657,1040,0,2,0
GEO_01,GEO,3105.88,35786,424.1,-103.91,5.88,46.6712,1007,0,3,0
HAPS_01,HAPS,5.88,20,-198.06,-67.44,9.12,47.7609,989,0,0,0
MEO_01,MEO,3890.7,8000,1928.4,-96.42,9.3,60.1046,1040,0,2,0
MEO_01,MEO,3907.97,8000,6441.46,-94.19,7.97,35.4458,984,1,2,0
GEO_01,GEO,3095.19,35786,-155.05,-102.39,4.81,53.1642,1027,0,3,0
LEO_01,LEO,7795.48,550,14044.83,-86.6,4.52,32.2482,1026,0,1,0
HAPS_01,HAPS,9.71,20,400.02,-61.1,5.29,4964.8596,1005,2,0,1
LEO_01,LEO,7791.58,550,23712.43,-84.55,8.42,35.5834,975,0,1,0
LEO_01,LEO,7799.15,550,-9881.74,-86.1,0.85,18.5252,968,0,1,0
MEO_01,MEO,3904.77,8000,6796.35,-92.82,4.77,38.3378,1018,0,2,0
GEO_01,GEO,3096.59,35786,-396.94,-105.75,3.41,29.1686,1003,0,3,0
LEO_01,LEO,7793.39,550,26138.02,-82.98,6.61,43.467,1009,0,1,0
MEO_01,MEO,3897.85,8000,3914.01,-93.26,2.15,12.5222,0,2,2,1
LEO_01,LEO,7803.01,550,-40086.18,-87.29,3.01,42.1781,0,2,1,1
HAPS_01,HAPS,17.97,20,69.02,-62.8,2.97,59.5515,1040,0,0,0
GEO_01,GEO,3106.98,35786,740.04,-107.11,6.98,41.6078,1034,0,3,0
HAPS_01,HAPS,10.13,20,-304.23,-62.61,4.87,17.2983,1007,0,0,0
GEO_01,GEO,3109.01,35786,-916.26,-106.34,9.01,38.6704,1013,0,3,0
LEO_01,LEO,7790.78,550,47804.04,-84.24,9.22,49.5868,1044,0,1,0
LEO_01,LEO,7805.52,550,47634.17,-83.54,5.52,34.332,962,1,1,0
GEO_01,GEO,3106.98,35786,-156.19,-103.87,6.98,44.4493,0,2,3,1
GEO_01,GEO,513.38,35786,383.17,-100.28,2586.62,99.7654,959,2,3,1
GEO_01,GEO,3109.2,35786,896.23,-105.25,9.2,6.8905,1011,0,3,0
LEO_01,LEO,7797.9,550,18544.45,-86.11,2.1,56.0966,1003,0,1,0
LEO_01,LEO,7791.89,550,-43680.47,-86.1,8.11,58.8329,1027,0,1,0
LEO_01,LEO,7798.45,550,-49555.44,-85.39,1.55,64.9199,977,0,1,0
MEO_01,MEO,3896.98,8000,-2534.21,-97.16,3.02,34.9604,980,0,2,0
MEO_01,MEO,3897.59,8000,9811.34,-93.06,2.41,51.6515,984,0,2,0
GEO_01,GEO,331.75,35786,-164.69,-101.68,2768.25,66.7239,950,2,3,1
LEO_01,LEO,7808.3,550,-2881.9,-87.44,8.3,60.1295,969,0,1,0
GEO_01,GEO,3101.72,35786,991.21,-104.21,1.72,38.3578,1026,0,3,0
MEO_01,MEO,3893.47,8000,6121.11,-97.12,6.53,56.3828,1048,0,2,0
HAPS_01,HAPS,19.25,20,-411.01,-66.55,4.25,13.3248,1029,0,0,0
HAPS_01,HAPS,17.71,20,-416.41,-67.58,2.71,29.6103,1003,0,0,0
LEO_01,LEO,7791.27,550,10752.95,-87.6,8.73,55.3557,981,0,1,0
LEO_01,LEO,7797.21,550,39313.3,-82.69,2.79,40.3376,970,1,1,0
GEO_01,GEO,3093.46,35786,579.99,-102.41,6.54,33.7493,969,0,3,0
MEO_01,MEO,3895.66,8000,-286.72,-94.37,4.34,39.6346,977,0,2,0
HAPS_01,HAPS,24.46,20,253.15,-67.46,9.46,46.4953,1037,0,0,0
HAPS_01,HAPS,6.65,20,403.67,-64.67,8.35,8.9182,972,0,0,0
MEO_01,MEO,3893.51,8000,8438.35,-95.41,6.49,64.9423,1040,0,2,0
MEO_01,MEO,3891.2,8000,-8635.1,-92.87,8.8,52.2045,1047,0,2,0
HAPS_01,HAPS,2.37,20,-492.41,-63.12,12.63,53.0939,973,2,0,1
LEO_01,LEO,7791.76,550,-33391.02,-86.35,8.24,14.2777,952,0,1,0
HAPS_01,HAPS,23.26,20,-71.26,-62.6,8.26,26.8616,984,1,0,0
LEO_01,LEO,7803.54,550,13325.81,-82.75,3.54,19.092,1011,0,1,0
GEO_01,GEO,3097.81,35786,-34.84,-106.86,2.19,26.9939,1035,0,3,0
GEO_01,GEO,3102.13,35786,-583.25,-106.81,2.13,52.7958,970,0,3,0
LEO_01,LEO,14.2,550,-13178.05,-87.8,7785.8,50.3516,974,2,1,1
LEO_01,LEO,7806.97,550,2414.99,-82.03,6.97,68.5865,1038,0,1,0
MEO_01,MEO,3891.14,8000,-4190.44,-97.99,8.86,38.6497,963,0,2,0
HAPS_01,HAPS,5.88,20,-308.29,-64.7,9.12,52.8023,1021,0,0,0
HAPS_01,HAPS,21.6,20,28.78,-62.27,6.6,49.2518,975,0,0,0
MEO_01,MEO,3890.16,8000,-958.1,-92.65,9.84,49.9041,1028,0,2,0
LEO_01,LEO,7809.27,550,-35162.94,-85.93,9.27,63.7782,962,0,1,0
GEO_01,GEO,3090.49,35786,-974.97,-102.8,9.51,49.5449,998,0,3,0
MEO_01,MEO,3890.79,8000,-902.94,-96.33,9.21,55.4543,1048,1,2,0
LEO_01,LEO,7799.64,550,-25414.65,-87.69,0.36,48.255,971,0,1,0
LEO_01,LEO,7790.33,550,48852.46,-86.46,9.67,52.12,977,1,1,0
LEO_01,LEO,7802.48,550,-47451.3,-82.66,2.48,47.5541,1041,0,1,0
MEO_01,MEO,3909.09,8000,5394.29,-92.85,9.09,47.3533,968,0,2,0
GEO_01,GEO,3090.06,35786,-129.56,-107.85,9.94,55.807,966,0,3,0
HAPS_01,HAPS,14.82,20,-486.86,-64.59,0.18,38.1885,983,0,0,0
MEO_01,MEO,3901.27,8000,3959.02,-92.4,1.27,37.8724,996,0,2,0
GEO_01,GEO,3109.12,35786,350.67,-102.21,9.12,54.3288,1042,2,3,0
MEO_01,MEO,3907.24,8000,9275.98,-92.39,7.24,41.3571,986,0,2,0
MEO_01,MEO,3904.23,8000,5729.06,-94.74,4.23,25.3477,984,1,2,0
LEO_01,LEO,7793.88,550,5690.85,-83.1,6.12,17.7954,0,2,1,1
GEO_01,GEO,3101.54,35786,599.96,-105.13,1.54,53.6399,1050,0,3,0
LEO_01,LEO,8.19,550,-191.83,-87.61,7791.81,93.3563,1037,2,1,1
MEO_01,MEO,3904.82,8000,1842.31,-92.68,4.82,35.247,980,2,2,0
GEO_01,GEO,3091.72,35786,88.26,-107.44,8.28,26.5597,997,0,3,0
GEO_01,GEO,3108.96,35786,-743.59,-102.68,8.96,59.3549,971,0,3,0
LEO_01,LEO,7809.33,550,-10995.77,-86.7,9.33,36.8306,1015,0,1,0
LEO_01,LEO,7798.79,550,33253.98,-82.82,1.21,38.365,1015,0,1,0
LEO_01,LEO,7795.23,550,5277.91,-87.86,4.77,63.3284,993,0,1,0
LEO_01,LEO,7802.42,550,-16386.32,-85.72,2.42,59.2112,1043,0,1,0
MEO_01,MEO,3890.12,8000,9123.49,-97.04,9.88,48.1508,1008,0,2,0
HAPS_01,HAPS,21.12,20,-205.45,-66.43,6.12,16.4226,965,0,0,0
LEO_01,LEO,7802.37,550,42803.22,-86.93,2.37,61.0111,950,0,1,0
GEO_01,GEO,698.92,35786,-362.85,-104.48,2401.08,104.0887,1004,2,3,1
HAPS_01,HAPS,6.08,20,-367.84,-65.34,8.92,46.818,962,0,0,0
HAPS_01,HAPS,20.52,20,-473.49,-66.73,5.52,53.5908,1046,0,0,0
MEO_01,MEO,3906.73,8000,-4252.33,-95.96,6.73,54.1081,952,0,2,0
GEO_01,GEO,3107.4,35786,-664.0,-106.52,7.4,27.8037,1030,0,3,0
MEO_01,MEO,3892.96,8000,-8412.08,-93.88,7.04,31.8962,1006,0,2,0
HAPS_01,HAPS,9.78,20,-497.75,-67.71,5.22,33.8753,1019,0,0,0
HAPS_01,HAPS,19.64,20,-75.09,-66.24,4.64,66.6017,1034,0,0,0
LEO_01,LEO,7794.66,550,28968.07,-84.69,5.34,49.4005,1026,0,1,0
HAPS_01,HAPS,18.49,20,90.43,-63.25,3.49,37.7196,969,0,0,0
GEO_01,GEO,3099.73,35786,149.33,-107.49,0.27,69.8731,959,0,3,0
HAPS_01,HAPS,6.54,20,231.29,-63.81,8.46,18.2212,1009,0,0,0
LEO_01,LEO,7791.74,550,-36576.6,-86.02,8.26,69.4547,1019,0,1,0
HAPS_01,HAPS,10.74,20,22.22,-63.39,4.26,40.8395,1029,0,0,0
LEO_01,LEO,7801.23,550,-24831.33,-83.22,1.23,51.7171,958,0,1,0
LEO_01,LEO,7797.13,550,12847.91,-81.54,2.87,5223.8333,1007,2,1,1
LEO_01,LEO,7799.99,550,-8479.86,-83.67,0.01,6.1429,1034,0,1,0
MEO_01,MEO,3903.42,8000,8470.63,-92.37,3.42,56.6084,1046,0,2,0
HAPS_01,HAPS,23.13,20,-127.67,-67.31,8.13,50.3514,1043,0,0,0
LEO_01,LEO,7800.56,550,-46567.68,-83.6,0.56,47.8485,1024,0,1,0
GEO_01,GEO,528.97,35786,-348.8,-107.81,2571.03,56.0424,959,2,3,1
HAPS_01,HAPS,17.35,20,415.14,-63.81,2.35,22.3065,989,0,0,0
MEO_01,MEO,3902.45,8000,-2754.59,-97.57,2.45,48.6334,1020,0,2,0
GEO_01,GEO,3099.91,35786,43.84,-107.84,0.09,54.6715,1014,0,3,0
LEO_01,LEO,7804.2,550,12272.82,-85.25,4.2,5865.7755,973,2,1,1
LEO_01,LEO,19.62,550,-995.44,-83.57,7780.38,95.4488,980,2,1,1
MEO_01,MEO,3891.7,8000,3244.15,-95.7,8.3,45.2882,0,2,2,1
HAPS_01,HAPS,11.88,20,473.58,-66.51,3.12,50.4268,1031,0,0,0
GEO_01,GEO,3103.99,35786,133.88,-106.06,3.99,13.4522,950,0,3,0
HAPS_01,HAPS,1.67,20,45.25,-63.33,13.33,70.8568,1045,2,0,1
MEO_01,MEO,3903.77,8000,-6976.26,-97.14,3.77,53.9068,1045,0,2,0
HAPS_01,HAPS,15.22,20,-4.42,-67.37,0.22,50.9591,966,0,0,0
GEO_01,GEO,3096.54,35786,-20.67,-106.99,3.46,50.8558,957,0,3,0
LEO_01,LEO,7800.68,550,43902.37,-83.72,0.68,8.3807,987,0,1,0
HAPS_01,HAPS,23.44,20,-216.76,-67.67,8.44,40.9342,992,1,0,0
GEO_01,GEO,3099.6,35786,106.15,-107.24,0.4,26.3136,953,0,3,0
MEO_01,MEO,3896.84,8000,-5318.61,-97.64,3.16,53.0444,1049,0,2,0
MEO_01,MEO,3904.11,8000,3494.73,-93.68,4.11,32.4369,1049,0,2,0
MEO_01,MEO,3891.05,8000,6854.86,-92.87,8.95,14.6754,959,0,2,0
LEO_01,LEO,7790.43,550,29096.8,-85.64,9.57,40.7187,1039,0,1,0
MEO_01,MEO,3902.07,8000,1743.81,-92.31,2.07,65.5286,992,0,2,0
GEO_01,GEO,3103.77,35786,321.03,-104.04,3.77,23.8626,964,0,3,0
LEO_01,LEO,7791.49,550,9402.08,-89.93,8.51,5790.1023,951,2,1,1
LEO_01,LEO,7807.36,550,-41020.23,-82.52,7.36,71.9911,1024,1,1,0
LEO_01,LEO,7793.98,550,-2169.34,-84.78,6.02,62.5794,1002,0,1,0
HAPS_01,HAPS,2.18,20,-397.22,-63.51,12.82,70.874,959,2,0,1
HAPS_01,HAPS,19.17,20,-106.07,-63.75,4.17,34.6021,0,2,0,1
GEO_01,GEO,3108.92,35786,-949.1,-106.64,8.92,69.8288,1010,0,3,0
MEO_01,MEO,3908.43,8000,1822.1,-96.93,8.43,53.2317,990,0,2,0
LEO_01,LEO,7806.63,550,11999.1,-85.19,6.63,57.1389,983,0,1,0
HAPS_01,HAPS,24.62,20,158.67,-64.58,9.62,53.5386,1017,0,0,0
MEO_01,MEO,3901.32,8000,-5518.06,-97.09,1.32,51.2491,1029,0,2,0
HAPS_01,HAPS,20.79,20,296.22,-65.63,5.79,32.9947,998,0,0,0
LEO_01,LEO,7796.63,550,-30736.55,-87.93,3.37,36.4119,0,2,1,1
LEO_01,LEO,7808.82,550,30015.23,-86.52,8.82,51.4074,1009,0,1,0
HAPS_01,HAPS,5.25,20,10.87,-62.14,9.75,4738.2392,1007,2,0,1
MEO_01,MEO,3902.84,8000,-39.87,-96.35,2.84,51.9494,966,0,2,0
HAPS_01,HAPS,7.28,20,299.92,-63.55,7.72,40.3803,1040,0,0,0
HAPS_01,HAPS,15.82,20,-111.34,-67.36,0.82,62.0251,1003,0,0,0
LEO_01,LEO,7794.45,550,31803.53,-85.43,5.55,49.3527,1012,0,1,0
GEO_01,GEO,3100.95,35786,-836.72,-106.29,0.95,27.2076,964,0,3,0
LEO_01,LEO,7805.43,550,-49987.58,-83.8,5.43,68.4329,981,0,1,0
HAPS_01,HAPS,12.92,20,-451.05,-66.21,2.08,54.925,1007,0,0,0
GEO_01,GEO,3100.59,35786,418.56,-103.04,0.59,60.2045,1015,0,3,0
GEO_01,GEO,3090.46,35786,-394.14,-102.79,9.54,45.7316,958,0,3,0
MEO_01,MEO,3898.21,8000,-8756.54,-96.47,1.79,22.328,1050,0,2,0
GEO_01,GEO,3098.92,35786,836.93,-103.17,1.08,41.236,1010,0,3,0
MEO_01,MEO,3905.49,8000,4726.86,-97.18,5.49,60.972,1041,0,2,0
MEO_01,MEO,3909.31,8000,8020.87,-93.11,9.31,45.9674,950,0,2,0
LEO_01,LEO,32.91,550,17393.65,-84.24,7767.09,41.1809,967,2,1,1
HAPS_01,HAPS,8.64,20,175.37,-67.99,6.36,42.6471,0,2,0,1
HAPS_01,HAPS,9.83,20,60.63,-62.77,5.17,17.4094,1027,0,0,0
GEO_01,GEO,3102.98,35786,-80.72,-106.87,2.98,55.5585,958,0,3,0
MEO_01,MEO,3891.65,8000,8844.15,-95.74,8.35,48.5766,0,2,2,1
LEO_01,LEO,7801.29,550,21426.46,-85.13,1.29,34.46,1016,0,1,0
MEO_01,MEO,3887.95,8000,-7402.29,-99.86,12.05,5671.2293,950,2,2,1
MEO_01,MEO,3905.46,8000,7549.89,-95.57,5.46,55.0493,0,2,2,1
LEO_01,LEO,7803.71,550,8756.09,-84.08,3.71,15.7109,975,0,1,0
HAPS_01,HAPS,6.65,20,247.63,-64.89,8.35,18.929,984,0,0,0
MEO_01,MEO,3897.89,8000,-1955.7,-92.24,2.11,52.3448,976,0,2,0
MEO_01,MEO,3904.12,8000,8260.83,-93.29,4.12,53.2789,1048,0,2,0
GEO_01,GEO,3101.41,35786,786.78,-104.14,1.41,35.0658,1045,0,3,0
HAPS_01,HAPS,20.16,20,-184.9,-62.37,5.16,4749.2176,1027,2,0,1
HAPS_01,HAPS,11.31,20,120.9,-62.98,3.69,23.9617,1021,0,0,0
HAPS_01,HAPS,8.92,20,114.28,-62.53,6.08,47.0174,1004,1,0,0
GEO_01,GEO,524.67,35786,712.62,-108.09,2575.33,31.3146,1037,2,3,1
MEO_01,MEO,3896.0,8000,8223.18,-93.69,4.0,14.8864,1035,0,2,0
LEO_01,LEO,7794.84,550,-19851.71,-82.02,5.16,49.516,1017,0,1,0
LEO_01,LEO,7802.98,550,-14079.91,-87.77,2.98,49.56,990,0,1,0
GEO_01,GEO,3100.24,35786,-827.2,-105.63,0.24,27.324,1046,1,3,0
HAPS_01,HAPS,18.67,20,-475.77,-64.14,3.67,41.727,1047,0,0,0
MEO_01,MEO,3900.09,8000,6560.4,-92.21,0.09,36.2697,952,0,2,0
LEO_01,LEO,7806.67,550,-23801.55,-84.34,6.67,4.1367,991,0,1,0
LEO_01,LEO,7808.92,550,-411.68,-87.58,8.92,16.9256,0,2,1,1
MEO_01,MEO,3893.38,8000,1208.42,-95.09,6.62,54.7496,1041,0,2,0
MEO_01,MEO,3905.48,8000,-3328.28,-92.0,5.48,17.001,1029,0,2,0
LEO_01,LEO,7799.74,550,-14175.81,-86.97,0.26,42.7602,1027,0,1,0
LEO_01,LEO,7800.3,550,355.33,-86.81,0.3,36.3944,959,0,1,0
MEO_01,MEO,3904.03,8000,-4252.94,-97.66,4.03,57.2121,951,0,2,0
GEO_01,GEO,3102.06,35786,115.84,-106.63,2.06,49.0966,1007,0,3,0
MEO_01,MEO,3895.57,8000,-3063.37,-93.97,4.43,26.5268,1037,0,2,0
LEO_01,LEO,7810.24,550,3910.85,-80.78,10.24,4398.3813,1001,2,1,1
GEO_01,GEO,3100.36,35786,561.06,-106.15,0.36,51.2129,969,0,3,0
LEO_01,LEO,7800.35,550,-36708.39,-87.66,0.35,23.1712,1025,0,1,0
HAPS_01,HAPS,8.4,20,373.02,-62.13,6.6,28.7055,1018,0,0,0
LEO_01,LEO,7812.81,550,-10568.7,-86.39,12.81,5930.6997,1007,2,1,1
GEO_01,GEO,3091.25,35786,258.01,-103.15,8.75,28.9319,1005,1,3,0
HAPS_01,HAPS,15.91,20,289.2,-66.24,0.91,50.0481,971,1,0,0
LEO_01,LEO,7804.67,550,35267.42,-82.02,4.67,37.5048,1041,0,1,0
HAPS_01,HAPS,11.96,20,432.82,-67.82,3.04,21.0635,973,0,0,0
MEO_01,MEO,3902.3,8000,-594.05,-94.69,2.3,36.0291,1049,0,2,0
HAPS_01,HAPS,2.28,20,282.79,-64.42,12.72,55.5888,1043,2,0,1
MEO_01,MEO,3892.06,8000,7738.82,-92.0,7.94,56.5668,996,0,2,0
HAPS_01,HAPS,17.12,20,-223.27,-65.75,2.12,54.018,1044,0,0,0
GEO_01,GEO,3101.08,35786,-613.42,-102.25,1.08,14.8546,1002,0,3,0
HAPS_01,HAPS,8.99,20,372.3,-67.94,6.01,19.3946,973,0,0,0
MEO_01,MEO,3909.2,8000,1773.44,-92.66,9.2,29.1698,995,0,2,0
MEO_01,MEO,3905.15,8000,-6686.81,-92.03,5.15,47.3953,986,0,2,0
LEO_01,LEO,7794.93,550,-37326.92,-85.11,5.07,51.4931,951,0,1,0
LEO_01,LEO,13.11,550,-26562.59,-81.88,7786.89,99.399,1026,2,1,1
HAPS_01,HAPS,16.88,20,469.54,-64.5,1.88,45.3422,952,0,0,0
LEO_01,LEO,7806.1,550,-32027.0,-84.12,6.1,40.161,953,0,1,0
MEO_01,MEO,3890.17,8000,-9928.92,-96.03,9.83,7.2756,954,0,2,0
HAPS_01,HAPS,19.72,20,263.41,-68.48,4.72,5641.8374,1013,2,0,1
MEO_01,MEO,3891.31,8000,-2682.86,-95.02,8.69,56.0469,1015,0,2,0
MEO_01,MEO,3890.67,8000,7550.38,-93.11,9.33,49.9322,971,0,2,0
HAPS_01,HAPS,15.01,20,-201.6,-63.18,0.01,45.7242,983,0,0,0
MEO_01,MEO,3903.73,8000,4340.78,-93.04,3.73,58.2701,952,0,2,0
MEO_01,MEO,3907.62,8000,8976.26,-97.88,7.62,46.3735,1050,0,2,0
LEO_01,LEO,7806.75,550,-34875.27,-86.53,6.75,42.0053,1033,0,1,0
LEO_01,LEO,7799.95,550,32388.81,-83.59,0.05,53.8315,1026,0,1,0
GEO_01,GEO,3101.61,35786,817.21,-105.16,1.61,39.0384,1028,0,3,0
GEO_01,GEO,3091.71,35786,928.77,-102.86,8.29,55.0318,956,0,3,0
GEO_01,GEO,3095.18,35786,531.59,-106.31,4.82,4.6151,981,0,3,0
MEO_01,MEO,3903.91,8000,-532.12,-96.71,3.91,54.1697,0,2,2,1
MEO_01,MEO,3894.24,8000,-9819.35,-95.91,5.76,48.7505,1039,0,2,0
GEO_01,GEO,3097.66,35786,402.35,-106.96,2.34,16.6461,1044,0,3,0
MEO_01,MEO,3893.9,8000,-7306.02,-92.84,6.1,21.2709,979,0,2,0
LEO_01,LEO,18.88,550,8143.97,-86.44,7781.12,105.3719,951,2,1,1
LEO_01,LEO,7799.42,550,2477.95,-87.06,0.58,19.531,0,2,1,1
HAPS_01,HAPS,16.62,20,-369.23,-64.11,1.62,40.7583,974,0,0,0
LEO_01,LEO,7805.6,550,-36899.84,-85.1,5.6,31.8739,975,1,1,0
GEO_01,GEO,3101.63,35786,740.16,-102.16,1.63,39.3181,1043,0,3,0
HAPS_01,HAPS,20.23,20,-454.84,-64.05,5.23,38.3618,984,0,0,0
GEO_01,GEO,3094.37,35786,-203.82,-105.32,5.63,70.0539,0,2,3,1
MEO_01,MEO,3902.67,8000,1598.86,-97.4,2.67,40.6545,954,0,2,0
HAPS_01,HAPS,8.45,20,-257.71,-62.05,6.55,20.4216,974,0,0,0
HAPS_01,HAPS,29.18,20,251.92,-67.24,14.18,4577.3474,994,2,0,1
HAPS_01,HAPS,22.76,20,66.15,-65.78,7.76,50.0435,1043,1,0,0
GEO_01,GEO,3105.95,35786,346.39,-103.17,5.95,62.2006,1002,0,3,0
HAPS_01,HAPS,15.91,20,-178.79,-67.52,0.91,23.4633,1004,0,0,0
HAPS_01,HAPS,16.13,20,-325.71,-66.49,1.13,27.5823,1029,0,0,0
LEO_01,LEO,7795.36,550,-30405.75,-85.64,4.64,15.4192,959,1,1,0
GEO_01,GEO,3104.83,35786,763.79,-104.98,4.83,5791.7338,1003,2,3,1
LEO_01,LEO,7793.37,550,-37069.53,-80.54,6.63,5335.0853,996,2,1,1
HAPS_01,HAPS,24.35,20,486.57,-63.99,9.35,19.8798,988,0,0,0
HAPS_01,HAPS,20.8,20,290.67,-67.21,5.8,38.5909,1019,0,0,0
GEO_01,GEO,3099.94,35786,804.76,-102.43,0.06,45.0802,1021,2,3,0
MEO_01,MEO,3901.32,8000,-989.19,-96.67,1.32,46.3948,1023,0,2,0
MEO_01,MEO,3890.84,8000,8490.44,-90.35,9.16,5965.8339,1030,2,2,1
GEO_01,GEO,3100.99,35786,-457.35,-106.95,0.99,54.6066,951,0,3,0
MEO_01,MEO,3897.87,8000,4024.14,-92.08,2.13,54.647,1013,0,2,0
HAPS_01,HAPS,13.77,20,-342.19,-67.15,1.23,5.3257,999,0,0,0
HAPS_01,HAPS,4.08,20,-49.03,-68.98,10.92,29.2055,1017,2,0,1
LEO_01,LEO,7801.67,550,-18608.59,-87.18,1.67,37.6708,975,0,1,0
HAPS_01,HAPS,21.32,20,357.36,-66.93,6.32,37.1721,993,0,0,0
GEO_01,GEO,3103.64,35786,824.35,-105.85,3.64,48.5382,995,0,3,0
GEO_01,GEO,3108.89,35786,594.37,-105.21,8.89,61.399,953,0,3,0
LEO_01,LEO,7790.25,550,17000.86,-85.92,9.75,50.2846,1014,0,1,0
HAPS_01,HAPS,12.01,20,-25.97,-66.87,2.99,56.4256,1042,0,0,0
HAPS_01,HAPS,22.24,20,-1.98,-67.42,7.24,47.7356,986,0,0,0
HAPS_01,HAPS,15.65,20,209.83,-64.25,0.65,51.9845,1020,0,0,0
LEO_01,LEO,7802.15,550,16248.03,-83.48,2.15,6154.1264,985,2,1,1
GEO_01,GEO,3105.61,35786,-361.72,-106.1,5.61,48.4817,1050,0,3,0
MEO_01,MEO,3892.04,8000,8010.64,-93.66,7.96,64.0624,1005,0,2,0
HAPS_01,HAPS,2.7,20,-153.75,-63.0,12.3,73.6307,1036,2,0,1
GEO_01,GEO,3106.03,35786,-988.05,-106.1,6.03,39.6997,1040,1,3,0
MEO_01,MEO,3901.08,8000,-4813.65,-95.65,1.08,44.2295,950,0,2,0
LEO_01,LEO,20.49,550,28457.89,-85.6,7779.51,39.6397,992,2,1,1
MEO_01,MEO,3908.1,8000,-4680.66,-99.82,8.1,6534.6477,951,2,2,1
MEO_01,MEO,3904.87,8000,9492.1,-96.19,4.87,32.2875,0,2,2,1
LEO_01,LEO,7807.34,550,-4877.27,-82.9,7.34,31.6234,1006,0,1,0
GEO_01,GEO,3098.87,35786,-511.68,-106.17,1.13,5118.5912,1049,2,3,1
HAPS_01,HAPS,22.76,20,-186.14,-65.35,7.76,48.9505,0,2,0,1
GEO_01,GEO,3107.58,35786,825.67,-106.23,7.58,19.9567,950,0,3,0
MEO_01,MEO,3904.55,8000,-5723.92,-95.45,4.55,72.6744,1010,0,2,0
HAPS_01,HAPS,1.95,20,265.1,-66.26,13.05,35.3801,950,2,0,1
HAPS_01,HAPS,9.06,20,29.62,-62.01,5.94,56.2304,0,2,0,1
GEO_01,GEO,3094.13,35786,-309.15,-104.2,5.87,49.5282,986,0,3,0
LEO_01,LEO,7800.33,550,26617.47,-84.96,0.33,46.3506,1015,0,1,0
MEO_01,MEO,3900.46,8000,3644.75,-95.92,0.46,36.6275,1007,0,2,0
LEO_01,LEO,7790.53,550,636.06,-84.55,9.47,41.0731,1005,0,1,0
GEO_01,GEO,3090.77,35786,-148.61,-104.82,9.23,53.8435,984,0,3,0
LEO_01,LEO,7798.5,550,15197.09,-82.8,1.5,34.8855,974,0,1,0
LEO_01,LEO,7790.01,550,-19986.27,-84.33,9.99,4308.0425,1037,2,1,1
GEO_01,GEO,3109.1,35786,-685.67,-102.81,9.1,5779.7303,1037,2,3,1
HAPS_01,HAPS,9.01,20,-281.62,-66.48,5.99,43.3292,977,0,0,0
LEO_01,LEO,22.55,550,-35794.92,-88.4,7777.45,30.3324,976,2,1,1
HAPS_01,HAPS,6.73,20,-43.25,-65.79,8.27,38.4074,981,0,0,0
GEO_01,GEO,3098.52,35786,-962.69,-103.84,1.48,66.6046,1024,0,3,0
HAPS_01,HAPS,13.42,20,-492.04,-64.93,1.58,9.4289,990,1,0,0
HAPS_01,HAPS,6.17,20,491.53,-64.82,8.83,70.2689,962,0,0,0
LEO_01,LEO,7805.7,550,13528.68,-82.41,5.7,54.7631,1024,0,1,0
GEO_01,GEO,3107.29,35786,780.06,-106.69,7.29,59.4056,962,1,3,0
LEO_01,LEO,7802.07,550,-17610.69,-86.14,2.07,6807.4501,980,2,1,1
LEO_01,LEO,7804.71,550,-2006.15,-86.13,4.71,48.1503,1015,0,1,0
HAPS_01,HAPS,22.73,20,29.9,-66.2,7.73,33.8481,1030,0,0,0
GEO_01,GEO,3108.34,35786,495.58,-103.39,8.34,36.1525,989,0,3,0
HAPS_01,HAPS,13.31,20,471.07,-64.78,1.69,17.3632,1031,1,0,0
LEO_01,LEO,7792.53,550,46466.99,-87.67,7.47,45.8211,965,0,1,0
GEO_01,GEO,3104.55,35786,568.5,-105.35,4.55,33.0946,1005,0,3,0
LEO_01,LEO,7790.96,550,-13971.07,-82.62,9.04,34.8192,985,0,1,0
HAPS_01,HAPS,22.95,20,447.92,-63.48,7.95,44.2499,1038,0,0,0
HAPS_01,HAPS,5.02,20,-17.65,-67.46,9.98,36.5236,0,2,0,1
LEO_01,LEO,7800.35,550,22294.83,-84.31,0.35,43.7141,1018,0,1,0
MEO_01,MEO,3895.02,8000,-7206.73,-96.98,4.98,39.5248,973,0,2,0
LEO_01,LEO,7795.94,550,-13131.34,-85.04,4.06,52.3091,963,0,1,0
HAPS_01,HAPS,16.54,20,90.64,-64.88,1.54,46.0844,1036,0,0,0
LEO_01,LEO,7798.14,550,-42639.34,-86.31,1.86,67.3371,1020,0,1,0
LEO_01,LEO,36.24,550,40266.46,-84.02,7763.76,120.4993,1021,2,1,1
LEO_01,LEO,7803.49,550,21404.75,-82.43,3.49,26.5955,1040,0,1,0
MEO_01,MEO,3904.06,8000,9387.28,-96.05,4.06,16.7825,990,0,2,0
HAPS_01,HAPS,19.75,20,200.61,-64.84,4.75,18.0796,1043,0,0,0
MEO_01,MEO,3905.76,8000,2250.92,-95.61,5.76,24.3015,956,0,2,0
MEO_01,MEO,3907.02,8000,-8456.85,-93.09,7.02,28.6682,971,0,2,0
